segment_id,segment_type,point_index,latitude,longitude,x_m,y_m,direction,mode,drive_level,event,from_node,to_node,source_x_m,source_y_m,map_yaw_rad,alignment_zone
START_A,,131,37.2890585668,127.1073425001,26.653712651,2.050440864,1,2,2,NONE,,,-27.202058000,9.080014000,0.235954499664,ZONE_01_START
START_A,,132,37.2890590668,127.1073401667,26.861804790,2.100473113,1,2,2,NONE,,,-27.408716000,9.135674000,0.175618342636,ZONE_01_START
START_A,,133,37.2890597335,127.1073376667,27.091733557,2.141273135,1,2,2,NONE,,,-27.630129000,9.209891000,0.135473966559,ZONE_01_START
START_A,,134,37.2890604719,127.1073352274,27.320762068,2.172491757,1,2,2,NONE,,,-27.846166000,9.292090000,0.214936348800,ZONE_01_START
START_A,,135,37.2890610668,127.1073326667,27.551584948,2.222882361,1,2,2,NONE,,,-28.072954000,9.358314000,0.175618342636,ZONE_01_START
START_A,,136,37.2890617335,127.1073301667,27.781513715,2.263682383,1,2,2,NONE,,,-28.294367000,9.432531000,0.252763204185,ZONE_01_START
START_A,,137,37.2890622335,127.1073276667,28.002561333,2.320776191,1,2,2,NONE,,,-28.515780000,9.488191000,0.235943562994,ZONE_01_START
START_A,,138,37.2890627335,127.1073253334,28.210645570,2.370804133,1,2,2,NONE,,,-28.722429000,9.543851000,0.175616981647,ZONE_01_START
START_A,,139,37.2890634002,127.1073228334,28.440573459,2.411603677,1,2,2,NONE,,,-28.943841000,9.618068000,0.175663006042,ZONE_01_START
START_A,,140,37.2890640668,127.1073203334,28.670496961,2.452413358,1,2,2,NONE,,,-29.165254000,9.692274000,0.247096461451,ZONE_01_START
START_A,,141,37.2890646146,127.1073176586,28.907684078,2.512244130,1,2,2,NONE,,,-29.402148000,9.753255000,0.274788853169,ZONE_01_START
START_A,,142,37.2890650668,127.1073151667,29.125554699,2.573666362,1,2,2,NONE,,,-29.622843000,9.803594000,0.216723769841,ZONE_01_START
START_A,,143,37.2890655668,127.1073130001,29.320675556,2.616628436,1,2,2,NONE,,,-29.814728000,9.859254000,0.157277621278,ZONE_01_START
START_A,,144,37.2890661804,127.1073108320,29.521965411,2.648550472,1,2,2,NONE,,,-30.006746000,9.927560000,0.053329330607,ZONE_01_START
START_A,,145,37.2890670668,127.1073085001,29.750526736,2.660751062,1,2,2,NONE,,,-30.213271000,10.026234000,0.130004281719,ZONE_01_START
START_A,,146,37.2890677335,127.1073063334,29.954536645,2.687423659,1,2,2,NONE,,,-30.405165000,10.100451000,0.130004281719,ZONE_01_START
START_A,,147,37.2890684002,127.1073041667,30.158546554,2.714096256,1,2,2,NONE,,,-30.597059000,10.174668000,0.130038369070,ZONE_01_START
START_A,,148,37.2890690668,127.1073020001,30.362543296,2.740774204,1,2,2,NONE,,,-30.788944000,10.248874000,0.135013146262,ZONE_01_START
START_A,,149,37.2890696707,127.1073000079,30.549638172,2.766189085,1,2,2,NONE,,,-30.965384000,10.316100000,0.036993474579,ZONE_01_START
START_A,,150,37.2890704002,127.1072981667,30.731681754,2.772926584,1,2,2,NONE,,,-31.128450000,10.397308000,0.050663306580,ZONE_01_START
START_A,,151,37.2890711549,127.1072961948,30.925231085,2.782740831,1,2,2,NONE,,,-31.303091000,10.481321000,0.141591629805,ZONE_01_START
START_A,,152,37.2890716605,127.1072944933,31.084483242,2.805441509,1,2,2,NONE,,,-31.453785000,10.537605000,0.190527477697,ZONE_01_START
START_A,,153,37.2890721335,127.1072926278,31.254750777,2.838280477,1,2,2,NONE,,,-31.619003000,10.590259000,0.183837254105,ZONE_01_START
START_A,,154,37.2890726228,127.1072907417,31.427488492,2.870398747,1,2,2,NONE,,,-31.786045000,10.644728000,0.121755645037,ZONE_01_START
START_A,,155,37.2890730668,127.1072893334,31.560658436,2.886693540,1,2,2,NONE,,,-31.910772000,10.694154000,0.129275021873,ZONE_01_START
START_A,,156,37.2890736503,127.1072874412,31.738889640,2.909863599,1,2,2,NONE,,,-32.078355000,10.759109000,0.116575767336,ZONE_01_START
START_A,,157,37.2890742211,127.1072856577,31.907990833,2.929666489,1,2,2,NONE,,,-32.236310000,10.822651000,0.159668580374,ZONE_01_START
START_A,,158,37.2890747335,127.1072838334,32.077154363,2.956908487,1,2,2,NONE,,,-32.397880000,10.879691000,0.130004281719,ZONE_01_START
START_A,,159,37.2890754002,127.1072816667,32.281164272,2.983581083,1,2,2,NONE,,,-32.589774000,10.953908000,0.102322814595,ZONE_01_START
START_A,,160,37.2890760668,127.1072796667,32.472205536,3.003197472,1,2,2,NONE,,,-32.766904000,11.028114000,0.048694801316,ZONE_01_START
START_A,,161,37.2890769002,127.1072775001,32.685088692,3.013571976,1,2,2,NONE,,,-32.958789000,11.120888000,0.146286372979,ZONE_01_START
START_A,,162,37.2890774831,127.1072755100,32.870900915,3.040949341,1,2,2,NONE,,,-33.135042000,11.185777000,0.195623663723,ZONE_01_START
START_A,,163,37.2890780668,127.1072731667,33.084222096,3.083220614,1,2,2,NONE,,,-33.342577000,11.250754000,0.129988501963,ZONE_01_START
START_A,,164,37.2890787335,127.1072710001,33.288224102,3.109888903,1,2,2,NONE,,,-33.534462000,11.324971000,0.216736318559,ZONE_01_START
START_A,,165,37.2890792335,127.1072688334,33.483352862,3.152855285,1,2,2,NONE,,,-33.726356000,11.380631000,0.175618342636,ZONE_01_START
START_A,,166,37.2890799002,127.1072663334,33.713281629,3.193655308,1,2,2,NONE,,,-33.947769000,11.454848000,0.077113569823,ZONE_01_START
START_A,,167,37.2890807335,127.1072640001,33.939122900,3.211105337,1,2,2,NONE,,,-34.154418000,11.547611000,0.154259019306,ZONE_01_START
START_A,,168,37.2890814002,127.1072616667,34.156095311,3.244843322,1,2,2,NONE,,,-34.361075000,11.621828000,0.252763204185,ZONE_01_START
START_A,,169,37.2890819002,127.1072591667,34.377142929,3.301937130,1,2,2,NONE,,,-34.582488000,11.677488000,0.267589389110,ZONE_01_START
START_A,,170,37.2890824002,127.1072565001,34.611146024,3.366092497,1,2,2,NONE,,,-34.818656000,11.733148000,0.235953284522,ZONE_01_START
START_A,,171,37.2890829002,127.1072541667,34.819237286,3.416124267,1,2,2,NONE,,,-35.025313000,11.788808000,0.124775158438,ZONE_01_START
START_A,,172,37.2890837335,127.1072515001,35.070997415,3.447701722,1,2,2,NONE,,,-35.261481000,11.881571000,0.124788125751,ZONE_01_START
START_A,,173,37.2890845668,127.1072488334,35.322765447,3.479283485,1,2,2,NONE,,,-35.497658000,11.974334000,0.211476967978,ZONE_01_START
START_A,,174,37.2890852335,127.1072460001,35.578612194,3.534210455,1,2,2,NONE,,,-35.748589000,12.048551000,0.211486722422,ZONE_01_START
START_A,,175,37.2890859002,127.1072431667,35.834466843,3.589141732,1,2,2,NONE,,,-35.999529000,12.122768000,0.234637952523,ZONE_01_START
START_A,,176,37.2890864535,127.1072405980,36.063696393,3.643936978,1,2,2,NONE,,,-36.227026000,12.184362000,0.115750072523,ZONE_01_START
START_A,,177,37.2890872335,127.1072381667,36.294319112,3.670751436,1,2,2,NONE,,,-36.442355000,12.271191000,0.058570011462,ZONE_01_START
START_A,,178,37.2890882335,127.1072355001,36.554959513,3.686034627,1,2,2,NONE,,,-36.678522000,12.382511000,0.175618342636,ZONE_01_START
START_A,,179,37.2890889002,127.1072330001,36.784888279,3.726834650,1,2,2,NONE,,,-36.899935000,12.456728000,0.252763204185,ZONE_01_START
START_A,,180,37.2890894002,127.1072305001,37.005935897,3.783928458,1,2,2,NONE,,,-37.121348000,12.512388000,0.267596952221,ZONE_01_START
START_A,,181,37.2890899002,127.1072278334,37.239946017,3.848087654,1,2,2,NONE,,,-37.357524000,12.568048000,0.170742821920,ZONE_01_START
